# BUSCO version is: 5.7.1 
# The lineage dataset is: endopterygota_odb10 (Creation date: 2024-01-08, number of genomes: 56, number of BUSCOs: 2124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
62392at33392	Complete	NC_007417.3	2574103	2579997	+	568.7	345	https://v10-1.orthodb.org/?query=62392at33392	Neurotransmitter-gated ion-channel ligand-binding domain
62446at33392	Complete	NC_007420.3	12164608	12166580	+	774.3	459	https://v10-1.orthodb.org/?query=62446at33392	tRNA-dihydrouridine synthase
62459at33392	Complete	NC_007419.2	518321	521957	+	188.2	238	https://v10-1.orthodb.org/?query=62459at33392	Uncharacterized protein, isoform A
62492at33392	Complete	NC_007416.3	1832398	1823517	-	488.8	297	https://v10-1.orthodb.org/?query=62492at33392	Palmitoyltransferase
62518at33392	Missing
62535at33392	Complete	NC_007423.3	8224294	8222727	-	451.8	308	https://v10-1.orthodb.org/?query=62535at33392	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
62551at33392	Complete	NC_007422.5	4097363	4094626	-	585.5	393	https://v10-1.orthodb.org/?query=62551at33392	Helicase, C-terminal
62643at33392	Complete	NC_007416.3	3319155	3320622	+	552.9	339	https://v10-1.orthodb.org/?query=62643at33392	Fido domain
62861at33392	Complete	NC_007419.2	7376273	7377958	+	352.0	321	https://v10-1.orthodb.org/?query=62861at33392	Fuzzy protein
62890at33392	Complete	NC_007423.3	9666838	9663627	-	485.9	304	https://v10-1.orthodb.org/?query=62890at33392	RED-like, N-terminal
62904at33392	Complete	NC_007424.3	12211381	12209578	-	669.6	447	https://v10-1.orthodb.org/?query=62904at33392	Carbohydrate kinase, FGGY, C-terminal
62908at33392	Complete	NC_007423.3	12658637	12660477	+	633.9	386	https://v10-1.orthodb.org/?query=62908at33392	acetyl-coenzyme A transporter 1
63043at33392	Complete	NC_007425.3	7038202	7037090	-	306.5	226	https://v10-1.orthodb.org/?query=63043at33392	Aminoglycoside phosphotransferase
63048at33392	Complete	NC_007417.3	15098056	15099778	+	493.3	406	https://v10-1.orthodb.org/?query=63048at33392	Ribosomal protein L37/S30
63089at33392	Missing
63102at33392	Complete	NC_007421.3	24883	23668	-	478.5	284	https://v10-1.orthodb.org/?query=63102at33392	Transmembrane Fragile-X-F-associated protein
63115at33392	Complete	NC_007423.3	14387011	14385630	-	636.9	311	https://v10-1.orthodb.org/?query=63115at33392	Ribose-phosphate pyrophosphokinase
63116at33392	Complete	NC_007417.3	2134491	2127799	-	595.6	326	https://v10-1.orthodb.org/?query=63116at33392	Alcohol dehydrogenase, C-terminal
63152at33392	Complete	NC_007418.3	13610175	13616486	+	512.6	319	https://v10-1.orthodb.org/?query=63152at33392	Forkhead-associated (FHA) domain
63187at33392	Complete	NC_007422.5	9839856	9844993	+	724.6	408	https://v10-1.orthodb.org/?query=63187at33392	Cactin, central domain
63245at33392	Complete	NC_007420.3	3724348	3725590	+	435.8	306	https://v10-1.orthodb.org/?query=63245at33392	Glycosyl transferase, family 1
63263at33392	Complete	NC_007421.3	4907779	4913722	+	183.2	231	https://v10-1.orthodb.org/?query=63263at33392	Rad9/Ddc1
63368at33392	Complete	NC_007422.5	10584676	10582506	-	687.9	383	https://v10-1.orthodb.org/?query=63368at33392	DNA methyltransferase 1-associated 1
63427at33392	Missing
63464at33392	Missing
63476at33392	Complete	NC_007424.3	3710642	3714952	+	617.9	319	https://v10-1.orthodb.org/?query=63476at33392	Calreticulin/calnexin
63558at33392	Complete	NC_007424.3	8463699	8467474	+	207.0	124	https://v10-1.orthodb.org/?query=63558at33392	DNA binding HTH domain, Psq-type
63611at33392	Complete	NC_007421.3	2825650	2826871	+	359.4	317	https://v10-1.orthodb.org/?query=63611at33392	WD40 repeat
63790at33392	Complete	NC_007422.5	11255252	11254077	-	556.0	300	https://v10-1.orthodb.org/?query=63790at33392	WD40 repeat
63809at33392	Complete	NC_007418.3	10785627	10788982	+	489.5	290	https://v10-1.orthodb.org/?query=63809at33392	Actin-related protein 2/3 complex subunit
63956at33392	Complete	NC_007422.5	8916186	8914881	-	497.3	290	https://v10-1.orthodb.org/?query=63956at33392	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
63970at33392	Complete	NC_007420.3	11275542	11276343	+	241.0	148	https://v10-1.orthodb.org/?query=63970at33392	Insect cuticle protein
64006at33392	Complete	NC_007422.5	14445962	14429872	-	512.2	403	https://v10-1.orthodb.org/?query=64006at33392	Histidine phosphatase superfamily
64093at33392	Complete	NC_007416.3	3888069	3885991	-	384.4	252	https://v10-1.orthodb.org/?query=64093at33392	Zinc finger C2H2 superfamily
64274at33392	Complete	NC_007418.3	3578251	3576691	-	452.9	321	https://v10-1.orthodb.org/?query=64274at33392	TRAM/LAG1/CLN8 homology domain
64441at33392	Complete	NC_007420.3	13483728	13485806	+	480.1	369	https://v10-1.orthodb.org/?query=64441at33392	Cytochrome P450
64495at33392	Complete	NC_007417.3	4604067	4605083	+	321.9	227	https://v10-1.orthodb.org/?query=64495at33392	Activator of Hsp90 ATPase homologue 1-like
64554at33392	Complete	NC_007418.3	13545529	13553870	+	569.3	398	https://v10-1.orthodb.org/?query=64554at33392	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
64585at33392	Complete	NC_007424.3	5758270	5755307	-	460.3	293	https://v10-1.orthodb.org/?query=64585at33392	Actin-depolymerising factor homology domain
64614at33392	Complete	NC_007422.5	11528022	11526715	-	545.1	333	https://v10-1.orthodb.org/?query=64614at33392	Reduced growth phenotype protein 1
64650at33392	Complete	NC_007424.3	11366657	11368158	+	403.8	346	https://v10-1.orthodb.org/?query=64650at33392	translation initiation factor eIF-2B subunit gamma
64675at33392	Complete	NC_007418.3	23074046	23075549	+	484.7	374	https://v10-1.orthodb.org/?query=64675at33392	CDK5 regulatory subunit-associated protein 3
64883at33392	Complete	NC_007419.2	8103960	8109552	+	613.9	333	https://v10-1.orthodb.org/?query=64883at33392	Organic solute transporter subunit alpha/Transmembrane protein 184
64925at33392	Complete	NC_007418.3	5425681	5424592	-	517.9	293	https://v10-1.orthodb.org/?query=64925at33392	Zinc finger, RING-type
65048at33392	Complete	NC_007423.3	10593331	10591162	-	751.5	531	https://v10-1.orthodb.org/?query=65048at33392	DNA mismatch repair protein Mlh1, C-terminal
65075at33392	Complete	NC_007421.3	7466705	7474596	+	371.4	228	https://v10-1.orthodb.org/?query=65075at33392	Spermidine synthase, tetramerisation domain
65095at33392	Fragmented	NC_007424.3	1439546	1434325	-	290.6	181	https://v10-1.orthodb.org/?query=65095at33392	General transcription factor IIH subunit
65190at33392	Complete	NC_007416.3	3595776	3592410	-	440.7	285	https://v10-1.orthodb.org/?query=65190at33392	Polyketide synthase, enoylreductase domain
65306at33392	Complete	NC_007417.3	6597899	6596008	-	476.1	308	https://v10-1.orthodb.org/?query=65306at33392	Brix domain
65314at33392	Complete	NC_007417.3	3284248	3285647	+	460.3	306	https://v10-1.orthodb.org/?query=65314at33392	Palmitoyltransferase
65376at33392	Complete	NC_007424.3	6794689	6790074	-	531.8	345	https://v10-1.orthodb.org/?query=65376at33392	PPM-type phosphatase domain
65452at33392	Complete	NC_007423.3	8507758	8511957	+	622.3	580	https://v10-1.orthodb.org/?query=65452at33392	Thioredoxin domain
65542at33392	Complete	NC_007418.3	5431480	5427298	-	649.0	439	https://v10-1.orthodb.org/?query=65542at33392	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
65545at33392	Complete	NC_007417.3	6127128	6128061	+	407.9	261	https://v10-1.orthodb.org/?query=65545at33392	Leucine carboxyl methyltransferase 1
65564at33392	Complete	NC_007425.3	5925712	5934460	+	534.8	302	https://v10-1.orthodb.org/?query=65564at33392	Methylthioribose-1-phosphate isomerase
65594at33392	Complete	NC_007422.5	11963590	11962630	-	468.8	242	https://v10-1.orthodb.org/?query=65594at33392	Band 7, C-terminal extension
65619at33392	Complete	NC_007418.3	20800792	20793562	-	451.4	287	https://v10-1.orthodb.org/?query=65619at33392	Endoplasmic reticulum vesicle transporter, C-terminal
65924at33392	Complete	NC_007423.3	11894298	11893214	-	309.0	229	https://v10-1.orthodb.org/?query=65924at33392	C-5 cytosine methyltransferase
65944at33392	Complete	NC_007418.3	9670264	9676863	+	271.5	244	https://v10-1.orthodb.org/?query=65944at33392	Myosin tail
65996at33392	Fragmented	NC_007421.3	9583745	9589564	+	330.1	177	https://v10-1.orthodb.org/?query=65996at33392	Sphingolipid delta4-desaturase
66029at33392	Complete	NC_007420.3	9288448	9289906	+	423.4	303	https://v10-1.orthodb.org/?query=66029at33392	GTP binding domain
66103at33392	Complete	NC_007418.3	5161626	5159714	-	637.4	465	https://v10-1.orthodb.org/?query=66103at33392	Leucine-rich repeat
66108at33392	Complete	NC_007422.5	11291695	11289655	-	676.4	381	https://v10-1.orthodb.org/?query=66108at33392	Ubiquitin carboxyl-terminal hydrolase
66138at33392	Complete	NC_007422.5	6395759	6394564	-	379.1	246	https://v10-1.orthodb.org/?query=66138at33392	DNA-directed RNA polymerase, insert domain
66165at33392	Complete	NC_007416.3	2784498	2793961	+	578.4	315	https://v10-1.orthodb.org/?query=66165at33392	JmjC domain
66174at33392	Complete	NC_007424.3	13006565	13037114	+	380.1	250	https://v10-1.orthodb.org/?query=66174at33392	Dual specificity phosphatase, catalytic domain
66211at33392	Complete	NC_007419.2	1094674	1092307	-	476.5	400	https://v10-1.orthodb.org/?query=66211at33392	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
66272at33392	Complete	NC_007416.3	7464749	7468813	+	512.1	255	https://v10-1.orthodb.org/?query=66272at33392	Protein kinase domain
66308at33392	Complete	NC_007416.3	4973785	4972119	-	543.7	332	https://v10-1.orthodb.org/?query=66308at33392	Abhydrolase domain containing 18
66442at33392	Complete	NC_007421.3	7502357	7501169	-	394.8	318	https://v10-1.orthodb.org/?query=66442at33392	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
66456at33392	Complete	NC_007416.3	6856914	6849326	-	348.7	249	https://v10-1.orthodb.org/?query=66456at33392	Nuclear hormone receptor, ligand-binding domain
66506at33392	Complete	NC_007418.3	24028919	24029933	+	513.6	277	https://v10-1.orthodb.org/?query=66506at33392	Protein kinase domain
66582at33392	Complete	NC_007418.3	31359070	31357714	-	496.4	269	https://v10-1.orthodb.org/?query=66582at33392	Eukaryotic translation initiation factor 3 subunit I
66584at33392	Complete	NC_007420.3	7542835	7541882	-	397.0	260	https://v10-1.orthodb.org/?query=66584at33392	Rab-GTPase-TBC domain
66694at33392	Complete	NC_007418.3	3928365	3930601	+	500.3	372	https://v10-1.orthodb.org/?query=66694at33392	Exonuclease, RNase T/DNA polymerase III
66706at33392	Complete	NC_007421.3	570530	561786	-	518.5	378	https://v10-1.orthodb.org/?query=66706at33392	Zinc finger, PHD-type
66747at33392	Complete	NC_007418.3	8622753	8621544	-	299.3	267	https://v10-1.orthodb.org/?query=66747at33392	peroxisomal biogenesis factor 3
66776at33392	Complete	NC_007423.3	3882742	3887157	+	623.7	427	https://v10-1.orthodb.org/?query=66776at33392	Wiskott-Aldrich syndrome protein family member 3
66873at33392	Complete	NC_007417.3	6789655	6790849	+	551.9	317	https://v10-1.orthodb.org/?query=66873at33392	Proteasome component (PCI) domain
66877at33392	Complete	NC_007420.3	11775185	11773832	-	583.3	317	https://v10-1.orthodb.org/?query=66877at33392	Bystin
66888at33392	Complete	NC_007417.3	12111082	12110141	-	344.9	236	https://v10-1.orthodb.org/?query=66888at33392	beta-1,4-glucuronyltransferase 1
66954at33392	Complete	NC_007420.3	8945179	8944123	-	524.5	280	https://v10-1.orthodb.org/?query=66954at33392	DnaJ domain
66960at33392	Complete	NC_007417.3	5728785	5727107	-	404.0	255	https://v10-1.orthodb.org/?query=66960at33392	Nucleotide-sugar transporter
67007at33392	Complete	NC_007424.3	2619750	2634174	+	505.9	308	https://v10-1.orthodb.org/?query=67007at33392	Kinase
67040at33392	Complete	NC_007424.3	13150285	13149204	-	599.5	278	https://v10-1.orthodb.org/?query=67040at33392	JAB1/MPN/MOV34 metalloenzyme domain
67141at33392	Complete	NC_007422.5	11292350	11293880	+	464.9	305	https://v10-1.orthodb.org/?query=67141at33392	Actin family
67319at33392	Complete	NC_007421.3	1985727	1982260	-	565.4	339	https://v10-1.orthodb.org/?query=67319at33392	EF-hand domain
67471at33392	Complete	NC_007418.3	1238640	1240082	+	380.6	322	https://v10-1.orthodb.org/?query=67471at33392	Peptidase M16, C-terminal
67542at33392	Complete	NC_007424.3	8472523	8471456	-	189.3	183	https://v10-1.orthodb.org/?query=67542at33392	Regulator of chromosome condensation, RCC1
67610at33392	Complete	NC_007419.2	309807	311804	+	305.6	309	https://v10-1.orthodb.org/?query=67610at33392	Sterile alpha motif domain
67624at33392	Complete	NC_007425.3	3199893	3198960	-	378.7	256	https://v10-1.orthodb.org/?query=67624at33392	ELMO domain
67685at33392	Complete	NC_007419.2	1567298	1552418	-	345.8	255	https://v10-1.orthodb.org/?query=67685at33392	Myc-type, basic helix-loop-helix (bHLH) domain
67693at33392	Complete	NC_007421.3	5162244	5160824	-	503.6	334	https://v10-1.orthodb.org/?query=67693at33392	Glycosyltransferase, ALG3
67754at33392	Complete	NC_007420.3	12364994	12366690	+	563.0	292	https://v10-1.orthodb.org/?query=67754at33392	Mo25-like
67769at33392	Complete	NC_007418.3	12162957	12164123	+	389.8	231	https://v10-1.orthodb.org/?query=67769at33392	Ribosomal protein S24/S35, mitochondrial, conserved domain
67937at33392	Complete	NC_007424.3	12217670	12218976	+	652.9	347	https://v10-1.orthodb.org/?query=67937at33392	26S proteasome non-ATPase regulatory subunit 11
68003at33392	Missing
68006at33392	Complete	NC_007423.3	12067831	12068893	+	502.8	311	https://v10-1.orthodb.org/?query=68006at33392	Replication factor C, C-terminal
68112at33392	Complete	NC_007423.3	12078562	12083820	+	414.3	213	https://v10-1.orthodb.org/?query=68112at33392	Replication factor C, C-terminal
68165at33392	Complete	NC_007422.5	4207021	4208699	+	397.7	296	https://v10-1.orthodb.org/?query=68165at33392	Trafficking protein particle complex subunit 13
68297at33392	Complete	NC_007420.3	1612791	1611297	-	228.7	257	https://v10-1.orthodb.org/?query=68297at33392	protein unzipped
68504at33392	Complete	NC_007422.5	9072733	9071123	-	141.2	204	https://v10-1.orthodb.org/?query=68504at33392	rRNA adenine N(6)-methyltransferase
68579at33392	Complete	NC_007421.3	285462	284330	-	406.0	297	https://v10-1.orthodb.org/?query=68579at33392	Protein HGH1 C-terminal
68602at33392	Complete	NC_007422.5	2251781	2250260	-	542.3	307	https://v10-1.orthodb.org/?query=68602at33392	Flap endonuclease 1
68621at33392	Complete	NC_007418.3	26733828	26721798	-	411.7	241	https://v10-1.orthodb.org/?query=68621at33392	SH3 domain
68688at33392	Complete	NC_007417.3	6304498	6336160	+	262.5	150	https://v10-1.orthodb.org/?query=68688at33392	K Homology domain, type 1
68730at33392	Complete	NC_007420.3	11198226	11195866	-	562.3	354	https://v10-1.orthodb.org/?query=68730at33392	Serine incorporator/TMS membrane protein
68738at33392	Complete	NC_007418.3	1167892	1170337	+	368.4	377	https://v10-1.orthodb.org/?query=68738at33392	Ecd family
68899at33392	Missing
68971at33392	Complete	NC_007420.3	10420068	10417870	-	435.5	279	https://v10-1.orthodb.org/?query=68971at33392	Cyclin-like
69244at33392	Complete	NC_007423.3	8312393	8313528	+	293.5	237	https://v10-1.orthodb.org/?query=69244at33392	THIF-type NAD/FAD binding fold
69272at33392	Complete	NC_007422.5	8335791	8337049	+	373.6	240	https://v10-1.orthodb.org/?query=69272at33392	Phospholipid/glycerol acyltransferase
69378at33392	Complete	NC_007422.5	14340209	14337462	-	382.1	282	https://v10-1.orthodb.org/?query=69378at33392	RNA 3'-terminal phosphate cyclase domain
69449at33392	Complete	NC_007420.3	14659115	14660110	+	552.0	261	https://v10-1.orthodb.org/?query=69449at33392	WD40 repeat
69538at33392	Complete	NC_007423.3	1011566	1020371	+	317.1	269	https://v10-1.orthodb.org/?query=69538at33392	Ubiquitin specific protease, conserved site
69579at33392	Complete	NC_007424.3	4862799	4864080	+	421.7	270	https://v10-1.orthodb.org/?query=69579at33392	GDP-fucose transporter
69713at33392	Complete	NC_007424.3	15122134	15121104	-	428.4	278	https://v10-1.orthodb.org/?query=69713at33392	Probable cytosolic iron-sulfur protein assembly protein Ciao1
69716at33392	Complete	NC_007420.3	4815702	4807906	-	388.5	222	https://v10-1.orthodb.org/?query=69716at33392	Sulfotransferase
69808at33392	Complete	NC_007417.3	8856021	8848458	-	368.4	274	https://v10-1.orthodb.org/?query=69808at33392	Origin recognition complex, subunit 2
69913at33392	Complete	NC_007418.3	28785216	28788961	+	416.9	254	https://v10-1.orthodb.org/?query=69913at33392	Steadiness box (SB) domain
69997at33392	Complete	NC_007419.2	11445727	11447801	+	391.7	217	https://v10-1.orthodb.org/?query=69997at33392	Replication factor C, C-terminal
70044at33392	Complete	NC_007419.2	2275811	2283963	+	475.5	313	https://v10-1.orthodb.org/?query=70044at33392	GOLD domain
70106at33392	Complete	NC_007421.3	4117832	4123862	+	508.9	287	https://v10-1.orthodb.org/?query=70106at33392	Rab-GTPase-TBC domain
70138at33392	Complete	NC_007424.3	16124594	16126913	+	319.2	223	https://v10-1.orthodb.org/?query=70138at33392	Double-stranded RNA-binding domain
70184at33392	Complete	NC_007422.5	6753018	6750594	-	443.1	508	https://v10-1.orthodb.org/?query=70184at33392	Dynein regulatory complex subunit 7
70299at33392	Complete	NC_007418.3	10839326	10842206	+	307.7	356	https://v10-1.orthodb.org/?query=70299at33392	G patch domain-containing protein 1 homolog
70328at33392	Complete	NC_007419.2	5075000	5073590	-	310.3	234	https://v10-1.orthodb.org/?query=70328at33392	Mannose-6-phosphate isomerase
70355at33392	Complete	NC_007423.3	8590688	8586183	-	519.7	262	https://v10-1.orthodb.org/?query=70355at33392	SPRY domain
70431at33392	Complete	NC_007420.3	10052306	10050965	-	421.5	273	https://v10-1.orthodb.org/?query=70431at33392	Cysteine protease
70458at33392	Complete	NC_007417.3	10705894	10704151	-	369.6	409	https://v10-1.orthodb.org/?query=70458at33392	nucleoporin NDC1
70469at33392	Complete	NC_007422.5	4200379	4190885	-	586.6	410	https://v10-1.orthodb.org/?query=70469at33392	EF-hand domain
70694at33392	Complete	NC_007422.5	8975055	8984606	+	245.5	304	https://v10-1.orthodb.org/?query=70694at33392	Solute carrier family 3 member 2, N-terminal domain
70724at33392	Complete	NC_007420.3	1655413	1650238	-	601.5	285	https://v10-1.orthodb.org/?query=70724at33392	Transcription factor TFIIB
70755at33392	Complete	NC_007423.3	11018594	11014783	-	384.9	243	https://v10-1.orthodb.org/?query=70755at33392	S-adenosylmethionine decarboxylase
70814at33392	Complete	NC_007418.3	6242625	6252343	+	633.8	405	https://v10-1.orthodb.org/?query=70814at33392	GAT domain
70817at33392	Complete	NC_007419.2	2286211	2289551	+	426.4	313	https://v10-1.orthodb.org/?query=70817at33392	WD40 repeat
70891at33392	Complete	NC_007425.3	5038844	5036700	-	493.2	307	https://v10-1.orthodb.org/?query=70891at33392	Putative RNA methyltransferase
70929at33392	Complete	NC_007418.3	6067737	6066581	-	369.3	244	https://v10-1.orthodb.org/?query=70929at33392	Mediator complex, subunit Med27
71022at33392	Complete	NC_007417.3	13231496	13234835	+	516.1	318	https://v10-1.orthodb.org/?query=71022at33392	Eukaryotic translation initiation factor 3 subunit E-1
71050at33392	Complete	NC_007419.2	1393209	1395009	+	565.7	407	https://v10-1.orthodb.org/?query=71050at33392	Rab proteins geranylgeranyltransferase component A
71151at33392	Complete	NC_007424.3	3991643	3988456	-	532.4	329	https://v10-1.orthodb.org/?query=71151at33392	Protein kinase domain
71242at33392	Complete	NC_007424.3	13186178	13224790	+	421.9	256	https://v10-1.orthodb.org/?query=71242at33392	Kinase
71372at33392	Complete	NC_007418.3	11239844	11211925	-	380.7	214	https://v10-1.orthodb.org/?query=71372at33392	Thioredoxin-like fold
71409at33392	Complete	NC_007420.3	7352346	7350417	-	460.4	410	https://v10-1.orthodb.org/?query=71409at33392	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
71605at33392	Complete	NC_007420.3	8531923	8527483	-	422.9	246	https://v10-1.orthodb.org/?query=71605at33392	Peptidase S54, rhomboid domain
71638at33392	Complete	NC_007419.2	7200128	7198346	-	316.4	215	https://v10-1.orthodb.org/?query=71638at33392	Glutathione S-transferase, C-terminal
71640at33392	Complete	NC_007420.3	11601217	11599924	-	467.7	299	https://v10-1.orthodb.org/?query=71640at33392	Fork head domain
71695at33392	Missing
71727at33392	Complete	NC_007423.3	12529523	12517741	-	398.0	268	https://v10-1.orthodb.org/?query=71727at33392	Zinc finger C2H2 superfamily
71778at33392	Complete	NC_007422.5	8340648	8339127	-	505.1	387	https://v10-1.orthodb.org/?query=71778at33392	Polynucleotide kinase 3 phosphatase
71820at33392	Complete	NC_007418.3	13222167	13221054	-	358.5	222	https://v10-1.orthodb.org/?query=71820at33392	DTW
71853at33392	Complete	NC_007419.2	9829266	9830235	+	345.0	270	https://v10-1.orthodb.org/?query=71853at33392	tubulin-specific chaperone C
71890at33392	Complete	NC_007418.3	10269145	10274068	+	387.8	270	https://v10-1.orthodb.org/?query=71890at33392	Sugar phosphate transporter domain
71905at33392	Complete	NC_007420.3	15304618	15302734	-	341.1	223	https://v10-1.orthodb.org/?query=71905at33392	Porphobilinogen deaminase, C-terminal
71941at33392	Complete	NC_007424.3	8739193	8725131	-	548.4	453	https://v10-1.orthodb.org/?query=71941at33392	Zinc finger, RING-type
71944at33392	Complete	NC_007425.3	2436870	2440933	+	452.2	343	https://v10-1.orthodb.org/?query=71944at33392	Rho GTPase activation protein
72155at33392	Complete	NC_007421.3	780868	783328	+	513.1	313	https://v10-1.orthodb.org/?query=72155at33392	SH2 domain
72236at33392	Missing
72292at33392	Complete	NC_007424.3	11652519	11653733	+	487.8	264	https://v10-1.orthodb.org/?query=72292at33392	Legume-like lectin
72307at33392	Complete	NC_007422.5	4862671	4863384	+	180.6	132	https://v10-1.orthodb.org/?query=72307at33392	LysM domain
72340at33392	Complete	NC_007420.3	11279604	11278777	-	132.9	80	https://v10-1.orthodb.org/?query=72340at33392	Spaetzle
72406at33392	Complete	NC_007420.3	1341048	1342011	+	508.4	258	https://v10-1.orthodb.org/?query=72406at33392	Small GTPase
72444at33392	Complete	NC_007418.3	29472309	29470070	-	530.5	297	https://v10-1.orthodb.org/?query=72444at33392	Rab-GTPase-TBC domain
72551at33392	Complete	NC_007419.2	8072992	8071896	-	379.3	263	https://v10-1.orthodb.org/?query=72551at33392	Zinc finger, double-stranded RNA binding
72595at33392	Complete	NC_007422.5	13482675	13480947	-	615.0	320	https://v10-1.orthodb.org/?query=72595at33392	Presenilin
72680at33392	Complete	NC_007423.3	13808264	13809428	+	197.1	194	https://v10-1.orthodb.org/?query=72680at33392	WD40/YVTN repeat-like-containing domain superfamily
72726at33392	Complete	NC_007422.5	11955296	11954278	-	354.2	269	https://v10-1.orthodb.org/?query=72726at33392	Asparagine synthase
73017at33392	Complete	NC_007422.5	8075196	8076370	+	549.5	298	https://v10-1.orthodb.org/?query=73017at33392	Peptidase A22B, signal peptide peptidase
73024at33392	Complete	NC_007420.3	8926990	8936253	+	427.4	269	https://v10-1.orthodb.org/?query=73024at33392	Ribosomal protein L3
73066at33392	Complete	NC_007419.2	2934009	2935544	+	415.9	284	https://v10-1.orthodb.org/?query=73066at33392	tRNA pseudouridine synthase
73113at33392	Complete	NC_007419.2	6624400	6621668	-	215.5	186	https://v10-1.orthodb.org/?query=73113at33392	zinc finger CCCH domain-containing protein 14
73136at33392	Complete	NC_007423.3	6165499	6164518	-	520.1	251	https://v10-1.orthodb.org/?query=73136at33392	26S proteasome non-ATPase regulatory subunit 14
73169at33392	Complete	NC_007418.3	30573938	30569969	-	260.9	153	https://v10-1.orthodb.org/?query=73169at33392	Arf GTPase activating protein
73228at33392	Complete	NC_007423.3	14576237	14574495	-	489.8	384	https://v10-1.orthodb.org/?query=73228at33392	Dephospho-CoA kinase
73235at33392	Complete	NC_007421.3	3717483	3713049	-	273.8	338	https://v10-1.orthodb.org/?query=73235at33392	Pre-rRNA-processing protein Ipi1, N-terminal
73304at33392	Complete	NC_007418.3	29468007	29469537	+	532.3	292	https://v10-1.orthodb.org/?query=73304at33392	Deoxyhypusine synthase
73441at33392	Complete	NC_007422.5	7099019	7097658	-	503.7	286	https://v10-1.orthodb.org/?query=73441at33392	Cystine-knot cytokine
73484at33392	Missing
73595at33392	Complete	NC_007417.3	15055154	15069235	+	298.7	217	https://v10-1.orthodb.org/?query=73595at33392	Hedgehog, N-terminal signalling domain
73728at33392	Complete	NC_007422.5	8212934	8204078	-	516.9	343	https://v10-1.orthodb.org/?query=73728at33392	tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain
73794at33392	Complete	NC_007419.2	8435947	8434797	-	528.9	280	https://v10-1.orthodb.org/?query=73794at33392	Arsenical pump ATPase, ArsA/GET3
74062at33392	Complete	NC_007423.3	137506	144562	+	401.6	266	https://v10-1.orthodb.org/?query=74062at33392	Golgi to ER traffic protein 4
74114at33392	Complete	NC_007422.5	8132428	8133734	+	275.9	212	https://v10-1.orthodb.org/?query=74114at33392	Zinc finger, C2HC5-type
74136at33392	Complete	NC_007422.5	1514427	1510416	-	326.8	239	https://v10-1.orthodb.org/?query=74136at33392	Protein kinase domain
74213at33392	Missing
74309at33392	Complete	NC_007423.3	7918770	7919748	+	436.7	250	https://v10-1.orthodb.org/?query=74309at33392	UbiA prenyltransferase domain containing protein 1
74424at33392	Complete	NC_007423.3	10239556	10240273	+	351.8	187	https://v10-1.orthodb.org/?query=74424at33392	RNA-binding domain superfamily
74457at33392	Complete	NC_007418.3	5242024	5245170	+	348.5	270	https://v10-1.orthodb.org/?query=74457at33392	Peptidase C45
74489at33392	Complete	NC_007424.3	4008708	4010090	+	414.3	323	https://v10-1.orthodb.org/?query=74489at33392	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
74506at33392	Complete	NC_007417.3	5841806	5843559	+	561.5	306	https://v10-1.orthodb.org/?query=74506at33392	RNA polymerase II-associated factor 1 homolog
74510at33392	Complete	NC_007422.5	8845505	8847185	+	499.7	373	https://v10-1.orthodb.org/?query=74510at33392	Methyltransferase domain
74530at33392	Complete	NC_007419.2	1141683	1147144	+	379.3	259	https://v10-1.orthodb.org/?query=74530at33392	Dolichyl-phosphate beta-glucosyltransferase
74656at33392	Complete	NC_007425.3	3132211	3131159	-	404.9	217	https://v10-1.orthodb.org/?query=74656at33392	Saf4/Yju2 protein
74672at33392	Complete	NC_007418.3	18658488	18657595	-	330.0	220	https://v10-1.orthodb.org/?query=74672at33392	SAP30-binding protein
74811at33392	Complete	NC_007418.3	22211686	22212935	+	392.9	296	https://v10-1.orthodb.org/?query=74811at33392	Ribosomal protein S23/S29, mitochondrial
74829at33392	Complete	NC_007418.3	8693703	8695092	+	402.2	315	https://v10-1.orthodb.org/?query=74829at33392	GPI mannosyltransferase 1
74836at33392	Complete	NC_007418.3	5984227	5985911	+	349.9	302	https://v10-1.orthodb.org/?query=74836at33392	Winged helix-like DNA-binding domain superfamily
74843at33392	Complete	NC_007417.3	4950755	4951853	+	448.8	237	https://v10-1.orthodb.org/?query=74843at33392	Leucine-rich repeat
74979at33392	Complete	NC_007422.5	7989681	7991219	+	339.1	266	https://v10-1.orthodb.org/?query=74979at33392	AATF leucine zipper-containing domain
74986at33392	Complete	NC_007418.3	13595519	13590655	-	379.5	403	https://v10-1.orthodb.org/?query=74986at33392	CS domain
